time tip-left tip-right
0.00000000 -0.21029000 0.21029000
0.10000000 -0.21130511 0.21946074
0.20000000 -0.21130511 0.21946074
0.30000000 -0.21130511 0.21946074
0.40000000 -0.21130511 0.21946074
0.50000000 -0.21130511 0.21946074
0.60000000 -0.21130511 0.21946074
0.70000000 -0.21130511 0.21946074
0.80000000 -0.21130511 0.21946074
0.90000000 -0.21130511 0.21946074
1.00000000 -0.21130511 0.21946074
