time tip-left tip-right
0.00000000 -0.21194877 0.21683471
0.10000000 -0.22771467 0.23236518
0.20000000 -0.24259245 0.25156128
0.30000000 -0.25792977 0.27379212
0.40000000 -0.27712713 0.29791166
0.50000000 -0.29457154 0.32189605
0.60000000 -0.31459845 0.34862581
0.70000000 -0.33917912 0.37840076
0.80000000 -0.36511574 0.41052815
0.90000000 -0.39206954 0.44502011
1.00000000 -0.42414288 0.48167577
